id,Number,sentiment,text
258,28306,0,"Torch ONNX export broken for RandomUniform and RandomUniformLike. ## 🐛 Bug

 reports issues in exporting models with  and .

## To Reproduce

Steps to reproduce the behavior:

Enable Case 2 or Case 4 and run the example below:



Errors reported by the torch.onnx exporter:

Case 2:


Cases 3 & 4:


## Expected behavior

ONNX RandomUniform export must by supported by torch and onnx model must be generated for all cases in the example script.

## Environment


 - PyTorch Version: 3.6
 - OS (e.g., Linux): Ubuntu 18.04.3 LTS
 - How you installed PyTorch (, , source): pip
 - Build command you used (if compiling from source): NA
 - Python version: 3.6
 - CUDA/cuDNN version: cuda 10.1 / cudnn 7.6.3
 - GPU models and configuration: 
GPU 0: GeForce GTX 1070 Ti
GPU 1: TITAN V
 - Any other relevant information:
[pip] torch==1.3.0
[pip] torchvision==0.4.1

## Additional context

NA


cc @houseroad @spandantiwari @lara-hdr @BowenBao @neginraoof"
356,7773,0,"[feature request] Add Local Contrast Normalization . ## Issue description
As mentioned in this paper  :- http://yann.lecun.com/exdb/publis/pdf/jarrett-iccv-09.pdf
I noticed that Local Response Norm is present. This is will be a good addition too.
I have an implementation ready and can create a PR soon, if approved.


cc @albanD @mruberry"
466,4573,0,"Documentation for ""char_rnn_classification_tutorial"" has wrong output cell calculation. @soumith Looks like [this tutorial](http://pytorch.org/tutorials/intermediate/char_rnn_classification_tutorial.html) has a bug in this code:      

    

Looks like the output of the forward pass is done on the input and NOT on the processed data as computed by the RNN cell (ie: self.i2h(combined))   

So, this:    
   
Should become:    

  
If you guys agree, I'm happy to make that minor (but frustrating if you don't know what's going on) change to the docs.   "
349,11389,0,"[distributions] Torch distribution samplers slow on expanded parameters. ## Issue description
We use expanded tensors as distribution parameters in many cases where we dynamically broadcast the parameters at runtime. While working on a related (https://github.com/pytorch/pytorch/pull/11341) PR, I noticed that sampling can be slow when using expanded tensors as distribution parameters. I have narrowed this slowdown to the native torch samplers.

While this is likely expected behavior, it raises the question of:
 (a) whether we should be doing anything inside of distributions to ensure that parameter tensors are contiguous, and if so,
 (b) under what conditions should we ensure contiguity - always by default, or have it be controllable by the user via an optional keyword argument. If we use the same instance to draw multiple samples, it is worth the one time cost of calling  on the distribution parameters (I think, given the relatively low overhead of , we can probably make it the default). 

## Profiling code


cc. @fritzo, @vishwakftw 


cc @fritzo @neerajprad @alicanb @vishwakftw @nikitaved"
583,947,0,"thpp Tensor templatized over Device (and maybe Density, e.g sparse vs dense). Right now, THPP exposes four templatized classes:



I propose to consolidate these into a single class, like so:

We can then do the following:

and so on.

In this fashion, nothing about the current API would change (and so all current code that uses THPP would all work the same), but users of THPP would be able to choose what level of templatization they want. If there are some current methods that are only in some subset of the classes, we can either do template class specialization, or simply make those methods part of all the classes.

I am interested in this because I am using THPP in a separate project, in which it would be cleaner to have the Tensor class to be templatized over at least the Device (in addition to the Type), as it is in most other frameworks (e.g MXNet).

I am happy to do this and submit a PR if the developers are interested, otherwise I will just make those changes locally."
309,13711,0,"In eval(),  BatchNorm running_mean is different between different GPUs. ## 🐛 Bug

<!-- A clear and concise description of what the bug is. -->
After train , when test the model, the BatchNorm is different between different GPUs, it does not do broadcast in eval()?

## To Reproduce

Steps to reproduce the behavior:

1.
1.
1.

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

<!-- A clear and concise description of what you expected to happen. -->

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:


 - PyTorch Version (e.g., 1.0):
 - OS (e.g., Linux):
 - How you installed PyTorch (, , source):
 - Build command you used (if compiling from source):
 - Python version:
 - CUDA/cuDNN version:
 - GPU models and configuration:
 - Any other relevant information:

## Additional context

<!-- Add any other context about the problem here. -->
"
346,6265,0,"[Caffe2] mobile_exporter init_net has code calling information. **The init_net file generated from the mobile_exporter function has code calling information,**
There is fragment information in my generated init_net file:

■146 ""GivenTensorFill*	
shape0*
values-6}■?-
{╓>-$└?R┐  File ""Style_torch.py"", line 186, in <module>
    init_net, predict_net = mobile_exporter.Export(c2_workspace, c2_model, c2_model.external_input)
  File ""/home/wguo/lib/temp1/caffe2/build/caffe2/python/predictor/mobile_exporter.py"", line 86, in Export
    add_tensor(init_net, blob_name, blob)
  File ""/home/wguo/lib/temp1/caffe2/build/caffe2/python/predictor/mobile_exporter.py"", line 53, in add_tensor
    utils.MakeArgument(""values"", values),
*  "
387,17397,0,"How does pytorch count batch size in SGD with multiGPU when it does Batch Norm?. ## ❓ Questions and Help
When pytorch does the batch normalization in SGD, what batch size it use? Per GPU batch size, or total batch size over all GPUs?
For example, suppose I set the per-GPU batch size as 32, and I use 8 GPUs. When Pytorch does batch normalization, what batch size it use, 32 or 32 x 8?
My concern comes from a facebook's paper ""Accurate, Large Minibatch SGD: Training ImageNet in 1 Hour"". If Pytorch's implementation is the same with what this paper describes, I can modify the parameters of my model accordingly; if not, I need to know. Thanks!
"
627,5917,0,"type object 'Embedding' has no attribute 'from_pretrained'. - OS: Ubuntu 14.04 LTS
- PyTorch version: 0.4.0
- How you installed PyTorch (conda, pip, source): pip
- Python version: 2.7.6
- CUDA/cuDNN version: 8
- GPU models and configuration: Tesla K20
- GCC version (if compiling from source): 4.8.4

"
531,27680,0,"1>E:\software\libtorch\include\torch/csrc/utils/variadic.h(195): error C2951: 模板 声明只能在全局、命名空间或类范围内使用. ## 🐛 Bug

<!-- A clear and concise description of what the bug is. -->

## To Reproduce

Steps to reproduce the behavior:

1.
1.
1.

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

<!-- A clear and concise description of what you expected to happen. -->

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:


 - PyTorch Version (e.g., 1.0):
 - OS (e.g., Linux):
 - How you installed PyTorch (, , source):
 - Build command you used (if compiling from source):
 - Python version:
 - CUDA/cuDNN version:
 - GPU models and configuration:
 - Any other relevant information:

## Additional context

<!-- Add any other context about the problem here. -->
"
128,15620,0,cuda.  cuda runtime error(11):invalid argumen at /pytorch/torch/lib/THC/generic/THCTensorCopy.c:70
685,2670,0,"Adding an attribute as a buffer should throw in error. We had a bug in OpenNMT where we first created an attribute  and then tried to add  as a buffer. This behavior will cause  to exist, but not be cast with . We think this behavior is counter-intuitive, and it should throw an error. 

@jianyuzhan 

"
179,22050,0,"RuntimeError: cuDNN error: CUDNN_STATUS_INTERNAL_ERROR in 1.1.0 . I am currently using Windows 7, Pytorch version 1.1.0, 
It seems from what I have read this error should have been fixed
in 1.1.0?

Here is the environment:

Collecting environment information...
PyTorch version: 1.1.0
Is debug build: No
CUDA used to build PyTorch: 9.0

OS: Microsoft Windows 7 Professional
GCC version: (tdm64-1) 5.1.0

CMake version: version 3.7.0-rc1


Python version: 3.6
Is CUDA available: Yes
CUDA runtime version: 10.0.130
GPU models and configuration: GPU 0: GeForce GTX 1070
Nvidia driver version: 411.31
cuDNN version: C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v10.0\bin\cudnn64_7.dll

Versions of relevant libraries:
[pip3] numpy==1.16.4

[pip3] torch==1.1.0

[pip3] torchsummary==1.5.1

[pip3] torchvision==0.3.0
[conda] Could not collect


Here is the traceback:





I have multiple versions of CUDA installed for compatibility
with Tensorflow, Keras and Pytorch.


Thank you. 



The script I am running is the  script using 


https://pytorch.org/tutorials/beginner/transfer_learning_tutorial.html




"
540,30331,0,"[v1.4.0] Release Tracker. The branch v1.4.0 has been cut.

If you need any particular patches onto this branch, please comment below and send a PR to v1.4.0 branch (instead of master).

---

[Current PRs open against the v1.4.0 branch](https://github.com/pytorch/pytorch/pulls?utf8=%E2%9C%93&q=is%3Apr+is%3Aopen+base%3Av1.4.0)
"
355,28472,0,"at::Tensor::data() is deprecated but no other way is suggested for cpp extensions. ## 🐛 Bug

Even the official [docs for cpp extensions](https://pytorch.org/tutorials/advanced/cpp_extension.html) use  but I get deprecation warning.

## To Reproduce

>  warning: ‘T* at::Tensor::data() const [with T = float]’ is deprecated [-Wdeprecated-declarations]                                                                                                                               /home/ehazar/miniconda3/envs/py3_night/lib/python3.6/site-packages/torch/include/ATen/core/TensorBody.h:312:1: note: declared here                                                                                                                                                 T * data() const {


## Expected behavior

Provide a non-deprecated way for cpp extensions. Similarly, no alternative to / nor  is provided for cpp extensions.

## Environment

Collecting environment information...
PyTorch version: 1.4.0.dev20191018
Is debug build: No
CUDA used to build PyTorch: 10.0

OS: Ubuntu 16.04.6 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.11) 5.4.0 20160609
CMake version: version 3.14.0

Python version: 3.6
Is CUDA available: Yes
CUDA runtime version: Could not collect
GPU models and configuration: GPU 0: GeForce GTX 1070
Nvidia driver version: 418.40.04
cuDNN version: /usr/local/lib/libcudnn.so.5.1.10

Versions of relevant libraries:
[pip] numpy==1.17.2
[pip] torch==1.4.0.dev20191018
[pip] torchvision==0.5.0a0+155c504
[conda] Could not collect


cc @yf225"
444,25859,0,"TORCH_WARN must not take out GIL (should buffer warnings). At the moment, we have an attractively named  macro which you can use to report warnings from C++. What if I told you... that using this function could cause your code to take out a lock and all sorts of performance nastiness like that? Well, that's exactly what this macro does, because it calls a custom warning handler that, in the case of our Python extension, calls into Python code to file a Python warning. This is bad bad bad, for both performance reasons, and also because it could cause a deadlock (as to file a Python warning, we must acquire the GIL).

A better strategy is our Python handler must buffer warnings, and then when we (normally) return back to Python and acquire the GIL, actually report the warnings. The correct place to add this logic is probably where we also handle catching C++ exceptions and converting them into Python exceptions."
556,4858,0,"CUDA multinomial with replacement can select zero-probability events. I'm running Ubuntu 16.04.3 on an AWS P3.2xlarge, with the NVIDIA libcuda1-384 package, version 384.111-0ubuntu0.16.04.1, and pytorch version 0.3.0.post4 and cuda90, installed via conda.

In some circumstances, the CUDA multinomial sampler with  can sample an event with zero probability.

The script below reproduces this. I haven't tried to reduce the distribution to a minimal case.  The output is below the script.

I've attached [the RNG state](https://github.com/pytorch/pytorch/files/1665704/failed_state.pt.gz) just prior to the failure. Reproduction from this state is demonstrated in the script.

Bests regards,
Alex

{SAVE_PATH}failed_state.pt"
453,31554,0,"RuntimeError: Error in dlopen or dlsym: libcaffe2_nvrtc.so: cannot open shared object file: No such file or directory. RuntimeError: Error in dlopen or dlsym: libcaffe2_nvrtc.so: cannot open shared object file: No such file or directory

Environment: 
1. Pytorch 1.3.1
2. Linux
3. Pycharm

"
717,19807,0,"Create Extension Error: Pytorch 0.4.0. Hi everyone,

I am trying to user FFI extensions in order to add some CUDA compiled functions. The error I encountered is as follows;

cffi.CDefError: cannot parse ""#include <THC/THC.h>""
<cdef source string>:29:1: Directives not supported yet

My environmental configuration is as follows;

Cuda Compilation Tool Version: 9.0, v9.0.176
pycparser version 2.18
PyTorch Version: 0.4.0

Could you please provide assitance about this issue?
Thanks."
538,9167,0,"Redundant code in distributed. It seems like the  is not used at all. Could someone tell me why don't directly  to ?

https://github.com/pytorch/pytorch/blob/4b2b6907929093634c1e452aa2a5a85e4dd9a793/torch/csrc/distributed/Module.cpp#L786"
495,18354,0,Port SpatialReflectionPadding and TemporalReflectionPadding to ATen. Large
304,13636,0,"Conv3d with cudnn error. When I use **torch.backends.cudnn.benchmark = True** in Conv3d, it returned error 
**RuntimeError: cuDNN error: CUDNN_STATUS_INTERNAL_ERROR**

I tired **re -rf ~/.nv** but it doesn't work. The error only disappears when **torch.backends.cudnn.benchmark = False**.

Ubuntu 16.04.4 LTS Tesla P100 Cuda 9.0 cudnn 7.1 
pytorch 1.0.0a0+d03c6ba from source and 0.4.1 from pip both tried."
169,1114,0,"Sequential to support better slicing. 

Would be nice in absence of [remove_module](https://github.com/pytorch/pytorch/issues/358), but probably low-priority."
367,28549,0,"Expose DifferentiableGraphBackward to python. ## 🚀 Feature

Currently, there is no easy way of visualizing the graph generated by autodiff in jit. We want something that could do



## Additional context

In autograd, the  for  of a JIT graph is defined as

 
in 

This class does not have python correspondence, therefore python only views it as a general . We need to create a Python class for it so that we could access additional information.

**Please confirm if this feature sounds useful and if yes, assign me to this issue and I will work on it.**

cc @suo @ezyang @SsnL @albanD @zou3519 @gqchen"
85,3021,1,"CPU scaling issue. Platform: c4.4xlarge EC2 instance (16 vCPUs)
OS: Fedora cloud 26-1.5
Version: PyTorch v0.2.0

Description:
Running 4 workloads on all cores is x8 slower than pinning each workload to 4 different cpus.

How-to reproduce:


The following yields 220 ms/sequence (while not utilizing the CPUs fully):


The following yields 1850 ms/sequence:

And moreover, all the CPUs are 100% utilized...

Motivation:
I wanted to scale training on multi-core systems, a single workload not utilized the cpus fully, so I thought about utilizing the rest of the resources by running multiple workloads."
582,8393,0,"[jit][script] Can't allocate zero gradients for a value without a type. See also https://github.com/pytorch/pytorch/issues/8410

Example:


output:



Operator level tests that fail with this:

- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
"
550,3914,0,"Broken ByteTensor indexing of Variables (still works for Tensors). In PyTorch master 0.4 709fcfd, variables cannot be indexed.



This used to work in PyTorch 0.2 f964105:
"
233,1128,0,"Pad a list of tensors. Taking in a list of tensors, can we have a function to pad them? This is a useful feature to process sequences of different lengths and process mini batches. 

I think the documentation of pad_packed_sequence and torch.nn.utils.rnn.pack_padded_sequence are a little confusing http://pytorch.org/docs/nn.html?highlight=pad_packed#torch.nn.utils.rnn.pad_packed_sequence maybe adding some examples could help the explanation. "
330,24600,0,"Migrate `multi_margin_loss` from the TH to Aten (CUDA). Porting TH operators is essential for code simplicity and performance reasons.

Porting guides and Q&A are available in umbrella issue: #24507

Feel free to add @VitalyFedyunin as a reviewer to get a prioritized review."
288,21015,0,"How to use Infiniband for cpu-cluster with backend gloo?. Now I'm trying to build pytorch from source for my cpu-cluster with backend gloo.
After installing pytorch, I got this information from install summay:

In my cluster, the network interface ""eno1"" represents Ethernet, and ""ib0"" represents Infiniband.
I set the environment variable , and distributed pytorch works fine. But when I set , it will cause some error.

What should I do?
Thanks."
271,30413,0,"nn.functional should maintain API parity with nn where possible. ## 🚀 Feature
 should provide a functional alternative to every stateful component in  that supports it.

Some, like  were deprecated in  because they're now the same as those in .

## Motivation

People usually import modules and submodules that are used often under short intuitive names.

One such name I've often encountered is , in the same vein as importing .

The current plan to move some math functions permanently away from  somewhat awkwardly splits the API.

1. Every operation that has a  has its name in  (to my knowledge).
2. Almost every operation (s) in  that can be exposed cleanly in a functional manner has a name in . But some don't.

## Pitch

Move all 'mathy' functions with class counterparts from  to  and expose aliases to the basic/fundamental ones in .

Here we get into ugly territory; I don't know how exactly I'd argue for some methods currently under , but ,  and co definitely belong in .

## Alternatives

Flip the implementation/re-exporting tale with the impls in  and the re-exports in .

## Additional context

E.g.
https://github.com/pytorch/pytorch/issues/6245 : Deprecate torch.nn.functional.tanh?
"
686,17615,0,"Long tensor to Float tensor slicing assignment fails. ## 🐛 Bug
Assigning a Long tensor to a Float tensor silently fails.

## To Reproduce

## Expected behavior
The tensor should be correctly copied or an error message should be raised.

## Environment

"
105,22120,0,"convert pth to onnx. ## 🐛 Bug


print(torch.__version__)
1.1.0

print(torch.version.cuda)
9.0.176

OS: linux 18.04

 - How you installed PyTorch (, , source): i try both of them, and try to compile from source.
 - Python version: 3.6
 - CUDA/cuDNN version: 7.6.0

Hi, im try to convert .pth weights from yolact project to onnx, im running the following code:



and get the following error:
"
33,12501,1,"C++: Calling Workspace::RunNet for a prediction on a different thread each time causes a GPU memory leak. ## 🐛 Bug
Hi, 
I am trying to obtain a model prediction (on GPU) while running another piece of code in parallel (on CPU). Since I am streaming data, I instantiate a separate std::thread (or std::async) every time to call Workspace::RunNet, this causes a GPU memory leak which is not noticeable unless you are streaming data. However, if the thread used is maintained (a worker thread with the same thread_id), the leak does not occur.
Thank you,
<!-- A clear and concise description of what the bug is. -->

## To Reproduce
Steps to reproduce the behavior:
1. Given a pre-trained model, please use the following sample code to reproduce the issue:
<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->


## Expected behavior
Not expecting a memory leak when executing on threads with different thread ids.
<!-- A clear and concise description of what you expected to happen. -->

## Environment

## Additional context

<!-- Add any other context about the problem here. -->
"
731,20794,0,"pytorch1.1.0 windows than one operator "" "" matches these operands. When I compile the c++ extension on windows with pytorch1.1.0. I get the following error.
How to resolve the question? Thanks!
E:/Program Files/Python35/lib/site-packages/torch/include\THC/THCNumerics.cuh(190 than one operator ""<"" matches these operands:
            built-in operator ""arithmetic < arithmetic""
            function ""operator<(const __half &, const __half &)""
            operand types are: c10::Half < c10::Half

E:/Program Files/Python35/lib/site-packages/torch/include\THC/THCNumerics.cuh(191 than one operator ""<="" matches these operands:
            built-in operator ""arithmetic <= arithmetic""
            function ""operator<=(const __half &, const __half &)""
            operand types are: c10::Half <= c10::Half

E:/Program Files/Python35/lib/site-packages/torch/include\THC/THCNumerics.cuh(192 than one operator "">"" matches these operands:
            built-in operator ""arithmetic > arithmetic""
            function ""operator>(const __half &, const __half &)""
            operand types are: c10::Half > c10::Half

E:/Program Files/Python35/lib/site-packages/torch/include\THC/THCNumerics.cuh(193 than one operator "">="" matches these operands:
            built-in operator ""arithmetic >= arithmetic""
            function ""operator>=(const __half &, const __half &)""
            operand types are: c10::Half >= c10::Half

E:/Program Files/Python35/lib/site-packages/torch/include\THC/THCNumerics.cuh(194 than one operator ""=="" matches these operands:
            built-in operator ""arithmetic == arithmetic""
            function ""operator==(const __half &, const __half &)""
            operand types are: c10::Half == c10::Half

E:/Program Files/Python35/lib/site-packages/torch/include\THC/THCNumerics.cuh(196 than one operator ""!="" matches these operands:
            built-in operator ""arithmetic != arithmetic""
            function ""operator!=(const __half &, const __half &)""
            operand types are: c10::Half != c10::Half"
519,371,0,"nn.Embedding CUDA ""too many resources requested for launch"". Looks like nn.Embedding backwards doesn't work when the batch size is >1024. I think it switches sorting algorithms to something that runs out of registers.

Here's a repro:


Running it on K40:


cc @wickedfoo"
429,4872,0,"Memory leak CUDNN 7003. I updated pytorch to 0.3 using conda. I realized that there is a memory leak in RAM in my experiments. Later, I tried to compile from source python with CUDNN 6... and 7005, other versions of CUDNN solved the problem. Is it possible to update CUDNN (from 7003 to 7005) in conda/pip packages? 

"
338,27406,0,"[jit] String frontend doesn't support default arg values. 

cc @suo"
522,23222,0,"Maybe there is a problem when using random.shuffle(). ## 🐛 Bug

When I applied the random.shuffle to a 1-D tensor, the num in the tensor was changed.

## To Reproduce

Steps to reproduce the behavior:
1.Do as follows:
->a = torch.arange(10)
->random.shuffle(a)

## Expected behavior
Expected: 
  tensor([1, 8, 5, 3, 9, 0, 2, 6, 4, 7])
but I got:
  tensor([0, 1, 2, 1, 4, 5, 1, 5, 7, 4])

I am not sure whether it's a bug.

## Environment

Python 3.7.0
torch 1.1.0
"
425,4048,0,"Feature request: ModuleDict, like ModuleList. Self-explanatory. Currently there is no easy way to maintain a dictionary as an attribute of a Module whose values are themselves Modules that need to be registered. Introducing a ModuleDict class that functions the same as a ModuleList, except it exposes a dictionary interface, would resolve this. This has the following practical benefits for users:

1) Checkpointing is much better with a ModuleDict that has strings as keys and Modules as values than a ModuleList. I have personally run into problems when I change the order of modules in my ModuleList and try to load old checkpoints, because the checkpoint key names are order-dependent with ModuleLists, so it breaks my code.

2) It combines the advantages of a ModuleList (dynamic assignment of Modules to a class) with the advantages of using named attributes (documentation / readability / sane module names in checkpoints).

Another pro is that this is very simple to implement. Here is a first pass, if there is support for this feature I will clean it up and submit this as a PR:

"
638,671,0,"Conv3d needs a no-bias option. Right now, VolumetricConvolution in THNN doesn't mark or handle bias=NULL cases"
27,20125,1,"NCCL hang in PyTorch Distributed Data Parallel for Mixed Precision Training. ## 🐛 Bug

On an AWS p3.16xlarge machine, I'm using the mixed precision training from https://github.com/NVIDIA/Megatron-LM checked in at https://github.com/cybertronai/transformer-xl
When I run with [adaptive softmax](https://github.com/cybertronai/transformer-xl/blob/master/mem_transformer.py#L477) with 8 GPUs and [apex mixed precision](https://github.com/cybertronai/transformer-xl/blob/master/fp16_opt.py), NCCL hangs. When I remove , it works as expected (after reducing batch size to avoid OOM). If I remove  it also works fine, so it's definitely a mixed precision issue.

Sorry if this is a dup of #11672 but I haven't been able to figure it out.

## To Reproduce

Steps to reproduce the behavior:
On a p3.16xlarge


In the [logs](https://github.com/NVIDIA/nccl/files/3144052/combined.txt) I found this:

How do I figure out where this is coming from?  Is this something my code should account for or is it a bug in DDP or apex?

## Expected behavior
Doesn't hang silently.

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).


## Additional context

"
109,7480,0,"[caffe2] How to use multiple CPUs?. I want to run a caffe2 model on multiple CPUs (evaluation).

Is there a way to do that directly? Maybe it requires OpenBLAS?

I don't think is it possible to use multiprocessing and call RunNet on different workspaces."
195,11907,0,"Please rename package pytorch to stay consistent with entire python world. Hi,
 Like many, I installed pytorch, which says it is installing the package 'pytorch' and yet it is called 'torch' when you attempt to import it from python.

This cuts against the standard practices of the entire python world. Please remedy.

thanks!"
707,10041,0,"[JIT] Support torch.distributions.utils.broadcast_all(). ## Problem

The main blocker to using torch.distributions in the JIT is the  function that is used in every distribution's  method. Currently  calls  under the hood, which results in a JIT error

An expensive workaround is to replace the non-jittable  invocation with a  which is jittable, roughly


## Proposed solution

@soumith and @neerajprad suggested implementing a C++ version of , which would have the added benefit of speeding up non-jitted code."
223,1357,0,"ConvNd C implementation doesn't check tensor types. the error only happens in very specific conditions. (change the view of input tensor and use weight converted from numpy array.)
 
The output of functional conv2d is far off in scale (e12 or so.) "
391,6518,0,"[PyTorch] torch.Tensor and torch.Tensor.dtype have confusing repr. 
I expect to at least see  print  by default.

cc @gchanan "
144,30015,0,"JIT fails for multihead attention. ## 🐛 Bug

I can run the model before torchscript while the torchscripted model fails in running time for the multihead attention @driazati

## To Reproduce

The following code sample:


## Expected behavior



## Environment

bento classyvision env


cc @suo"
374,24645,0,"Migrate `thnn_conv2d_forward` from the TH to Aten (CUDA). Porting TH operators is essential for code simplicity and performance reasons.

Porting guides and Q&A are available in umbrella issue: #24507

Feel free to add @VitalyFedyunin as a reviewer to get a prioritized review."
59,17738,1,"Inconsistent results of torch.argmax with tensors that have duplicated values. ## 🐛 Bug
Inconsistent results of torch.argmax with tensors that have duplicated values
<!-- A clear and concise description of what the bug is. -->

## To Reproduce



When I did the same on another machine(pytorch 0.4.1, CUDA 9.0)

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior
torch.argmax returns the same value for tensors that have same data in it, regardless of devices(or other factors).
<!-- A clear and concise description of what you expected to happen. -->

## Environment

PyTorch version: 0.4.1.post2
Is debug build: No
CUDA used to build PyTorch: 9.0.176

OS: Ubuntu 16.04.5 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.10) 5.4.0 20160609
CMake version: version 3.5.1

Python version: 3.6
Is CUDA available: Yes
CUDA runtime version: 9.0.176
GPU models and configuration:
GPU 0: GeForce GTX 1080 Ti
GPU 1: GeForce GTX 1080 Ti

Nvidia driver version: 410.79
cuDNN version: /usr/local/cuda-9.0/targets/x86_64-linux/lib/libcudnn.so.7.3.1

Versions of relevant libraries:
[pip3] msgpack-numpy==0.4.4.1
[pip3] numpy==1.15.0
[pip3] torch==0.4.1.post2
[pip3] torchtext==0.3.1
[pip3] torchvision==0.2.1
[conda] blas                      1.0                         mkl
[conda] mkl                       2018.0.3                      1
[conda] mkl_fft                   1.0.4            py36h4414c95_1
[conda] mkl_random                1.0.1            py36h4414c95_1
[conda] mxnet-mkl                 1.3.0.post0               <pip>
[conda] pytorch                   0.4.1           py36_py35_py27__9.0.176_7.1.2_2    pytorch
[conda] torchtext                 0.3.1                     <pip>
[conda] torchvision               0.2.1                    py36_0


## Additional context
It would be helpful if  the documentation describes if torch.argmax returns the last or the first index if a tensor holds duplicated values.
<!-- Add any other context about the problem here. -->
"
445,10004,0,"Detaching gradients instead of using no_grad in spectral_norm. Looking at [this](https://github.com/pytorch/pytorch/blob/3609977d7f4629f75dd1f8d904ddd5b52388124f/torch/nn/utils/spectral_norm.py#L53) code I've noticed that there is an easy way to make ,  differentiable wrt  (it is useful as normalizing constant  depends on ,  and ,  depend on ). 
If we  starting point of power iteration  we avoid cumulating gradients problem while allowing gradients pass through power iteration. As it adds some computational overhead it can be optional.
"
587,15589,0,"unable to load python-trained model with libtorch c++ api in Windows. version: stable 1.0.0
get from the url
https://download.pytorch.org/libtorch/cu90/libtorch-win-shared-with-deps-latest.zip

test code

#include <torch/torch.h>
#include <torch/script.h>

#include<fstream>
#include <iostream>
using namespace std;

int main(int argc, const char* argv[]) {

  at::Tensor tensor = torch::rand({2, 3}).to(at::kCUDA);
  std::cout << tensor << std::endl;


  /**/
  string model_name = ""model.pt"";
  try {
	  
	  std::ifstream in(model_name, std::ios_base::binary);

	  if (in.fail()) {
		  cout << ""failed to open model"" << endl;
	  }
	  else {
		  cout << ""successed to open model"" << endl;
	  }

	  AT_CHECK(!in.fail(), ""load: could not open file "", model_name);

	  cout << ""parsed checking"" << endl;
	   

	  std::shared_ptr<torch::jit::script::Module> module = torch::jit::load(model_name);
	  module->to(at::kCUDA);

	  assert(module != nullptr);
	  std::cout << ""ok\n"";

	  std::vector<torch::jit::IValue> inputs;
	  inputs.push_back(torch::ones({ 1, 3, 224, 224 }).to(at::kCUDA));

	  // Execute the model and turn its output into a tensor.
	  at::Tensor output = module->forward(inputs).toTensor();

	  std::cout << output.slice(/*dim=*/1, /*start=*/0, /*end=*/5) << '\n';
	 
  }
  catch (exception & err) {
	  cout << err.what() << endl;
  }
   
  

  cout << ""finished"" << endl;



}


output:

D:\learn\cv\lab\example-app\build6\Debug>example-app.exe  model.pt
 0.6020  0.1421  0.9155
 0.6821  0.7416  0.7934
[ Variable[CUDAFloatType]{2,3} ]
load: could not open file  (load at ..\torch\csrc\jit\import.cpp:250)
(no backtrace available)
finished

the model is the python trained,with the following code
import torch
import torchvision

# An instance of your model.
model = torchvision.models.resnet18()

# An example input you would normally provide to your model's forward() method.
example = torch.rand(1, 3, 224, 224)

# Use torch.jit.trace to generate a torch.jit.ScriptModule via tracing.
traced_script_module = torch.jit.trace(model, example)

# save
traced_script_module.save(""model.pt"")


it should be in the right position, as the check code shows."
539,7072,0,"JIT fails on GPU !=0. ## Issue description

Run the test case code below on a system with 2 or more GPUs and you will get this stack trace:

Traceback (most recent call last):
  File ""testnet.py"", line 51, in <module>
    r = net(V)
RuntimeError: arguments are located on different GPUs at /home/tester/pytorch/aten/src/THC/generic/THCTensorMathPairwise.cu:250

## Code example

"
210,6968,0,"[feature request] Implement torch.stack() / _cat() for also for torch.HalfTensor. ## Issue Description
It seems that stacking is currently (PyTorch 0.4) is not supported for tensors of type ; see code example. 

I don't know if this is intentional for some reason (hence I didn't label this issue as a bug), but I couldn't find any issue or documentation pointing to that. Since some methods, like , depend on  (in this case implicitly through the  method), it would be great if either stacking for HalfTensors could get implemented, or the documentation could be updated to contain some kind of hint.

## Code Example


On PyTorch 0.3.1, one gets basically the same error when one tries to do the same thing:
"
603,23589,0,"ValueError: only one element tensors can be converted to Python scalars. So I have tried the script in the issue **ValueError: only one element tensors can be converted to Python scalars #22674** with the newest Pytorch Version, but it seems doesn't work. Do you have any idea about this

The configuration im using:
Pytorch version: 1.1.0
Python version:3.7.3
torchvision: 0.3.0"
